Year,Quarter,Month (Sort Order),MonthIndex,MonthSin,MonthCos,isHolidayMonth,Account ID Text,Region,Segment,RevenueLag1,RevenueLag2,RevenueLag3,RevenueLag12,Rolling3MRevenue,AvgDealSize,AvgDealSizeRolling3M,TopProductId,OpportunityConcentrationHHI,IsActiveLast3M,MonthlyTotalRevenue
2020,1,1,0,0,1,1,"154","East","Small & Medium",,,,,31477.7971,37127.8763,31477.7971,5,0.10528977103399806,1,408406.6394
2020,1,1,0,0,1,1,"155","Central","Small & Medium",,,,,79963.7628,29205.0678,39981.8814,10,0.075761727683459318,1,496486.1523
2020,1,1,0,0,1,1,"156","East","Large",,,,,16222.2972,26484.925,16222.2972,2,0.074502988256753971,1,397273.8743
2020,1,1,0,0,1,1,"157","East","Strategic",,,,,,30139.7473,,24,0.070093441847487933,0,482235.9568
2020,1,1,0,0,1,1,"158","Central","Strategic",,,,,32426.944,32825.0321,32426.944,1,0.10431166082150289,1,361075.3532
2020,1,1,0,0,1,1,"159","West","Large",,,,,,34108.1339,,10,0.095048804215563124,0,409297.607
2020,1,1,0,0,1,1,"16","East","Large",,,,,22963.3659,29962.1969,22963.3659,20,0.099593926675656433,1,359546.3623
2020,1,1,0,0,1,1,"160","Central","Small & Medium",,,,,13104.3777,29376.995,13104.3777,16,0.082471490048762808,1,470031.9207
2020,1,1,0,0,1,1,"161","West","Large",,,,,,35679.6106,,13,0.12570062309171118,0,321116.4955
2020,1,1,0,0,1,1,"162","Central","Small & Medium",,,,,,32564.2539,,10,0.086824517717611432,0,423335.3013
2020,1,1,0,0,1,1,"163","Central","Small & Medium",,,,,,29656.0057,,14,0.11793515450442893,0,296560.0566
2020,1,1,0,0,1,1,"164","East","Strategic",,,,,19612.8142,31589.0077,19612.8142,23,0.0922638817862148,1,379068.0922
2020,1,1,0,0,1,1,"165","West","Small & Medium",,,,,49889.8343,30553.4021,49889.8343,18,0.060948658609095763,1,580514.6406
2020,1,1,0,0,1,1,"166","Central","Small & Medium",,,,,53386.5818,32525.9033,26693.2909,3,0.076985726666840559,1,520414.4526
2020,1,1,0,0,1,1,"167","West","Strategic",,,,,,32556.2855,,22,0.12189390506436629,0,358119.1407
2020,1,1,0,0,1,1,"168","West","Strategic",,,,,,33368.9223,,7,0.056184351036142034,0,634009.5239
2020,1,1,0,0,1,1,"169","Central","Small & Medium",,,,,,32300.3029,,13,0.12473882989812675,0,290702.7265
2020,1,1,0,0,1,1,"17","East","Strategic",,,,,,36541.1039,,23,0.077878716109814186,0,511575.4547
2020,1,1,0,0,1,1,"170","East","Large",,,,,,27513.2504,,23,0.072334172268149616,0,467725.2569
2020,1,1,0,0,1,1,"171","East","Small & Medium",,,,,23408.3169,31826.6051,23408.3169,16,0.054675781854614171,1,636532.1021
2020,1,1,0,0,1,1,"172","East","Small & Medium",,,,,77397.181,33808.1121,38698.5905,24,0.092247004687134468,1,405697.3453
2020,1,1,0,0,1,1,"173","Central","Large",,,,,,20657.5257,,6,0.16115135468021835,0,144602.68
2020,1,1,0,0,1,1,"174","West","Large",,,,,,30236.8873,,21,0.084517440492521592,0,423316.4223
2020,1,1,0,0,1,1,"175","West","Large",,,,,,28062.0923,,15,0.065439053446028975,0,505117.6611
2020,1,1,0,0,1,1,"176","Central","Strategic",,,,,,30695.8867,,6,0.061850390752637062,0,583221.8468
2020,1,1,0,0,1,1,"177","East","Strategic",,,,,,24612.1579,,18,0.09598696300198567,0,295345.8947
2020,1,1,0,0,1,1,"178","West","Large",,,,,13241.089,31098.8696,13241.089,25,0.055647487633231039,1,653076.2619
2020,1,1,0,0,1,1,"179","Central","Large",,,,,,32801.4201,,2,0.095219169273755788,0,393617.0407
2020,1,1,0,0,1,1,"18","East","Large",,,,,33499.6314,25675.6659,33499.6314,14,0.065305058896592744,1,462161.986
2020,1,1,0,0,1,1,"180","Central","Large",,,,,,29076.1301,,24,0.0702151190038436,0,465218.0811
2020,1,1,0,0,1,1,"181","East","Large",,,,,46638.4511,27645.3092,46638.4511,2,0.068662461556150162,1,469970.2559
2020,1,1,0,0,1,1,"182","Central","Small & Medium",,,,,,31504.8418,,7,0.057823440428481206,0,630096.8359
2020,1,1,0,0,1,1,"183","East","Large",,,,,,32089.6803,,22,0.15809611491386688,0,224627.7619
2020,1,1,0,0,1,1,"184","Central","Small & Medium",,,,,,32924.7081,,8,0.09414809996770393,0,428021.2049
2020,1,1,0,0,1,1,"185","Central","Small & Medium",,,,,,30713.3604,,6,0.081390143963754963,0,429987.0453
2020,1,1,0,0,1,1,"186","East","Small & Medium",,,,,,36580.6412,,13,0.095125561515203974,0,402387.053
2020,1,1,0,0,1,1,"187","East","Large",,,,,,32357.5285,,13,0.068827778519437735,0,517720.4556
2020,1,1,0,0,1,1,"188","East","Strategic",,,,,44936.8711,24140.0386,44936.8711,10,0.085421310274197984,1,337960.5401
2020,1,1,0,0,1,1,"189","Central","Strategic",,,,,,35688.0468,,7,0.068376567490223319,0,571008.7487
2020,1,1,0,0,1,1,"19","Central","Large",,,,,48931.8248,28583.3749,48931.8248,21,0.11075902390718498,1,314417.1236
2020,1,1,0,0,1,1,"190","Central","Large",,,,,72024.9049,31126.2903,36012.4525,17,0.075435393637670961,1,466894.3541
2020,1,1,0,0,1,1,"191","Central","Large",,,,,,31759.2242,,7,0.088016337924579621,0,412869.9143
2020,1,1,0,0,1,1,"192","Central","Large",,,,,14870.6994,33057.2802,14870.6994,13,0.079238578769976586,1,462801.9234
2020,1,1,0,0,1,1,"193","West","Strategic",,,,,45277.1441,33311.3593,45277.1441,12,0.071953638149477653,1,632915.8271
2020,1,1,0,0,1,1,"194","East","Large",,,,,43714.4278,37553.9935,43714.4278,5,0.11054669492272926,1,413093.9283
2020,1,1,0,0,1,1,"195","Central","Small & Medium",,,,,,36231.8888,,17,0.085934325035598641,0,471014.5549
2020,1,1,0,0,1,1,"196","Central","Small & Medium",,,,,,30294.5007,,22,0.06484913946312372,0,545301.0122
2020,1,1,0,0,1,1,"197","East","Small & Medium",,,,,20019.6978,36123.9179,20019.6978,5,0.062043878333043617,1,686354.4408
2020,1,1,0,0,1,1,"198","Central","Strategic",,,,,,29510.4383,,3,0.12009560839274461,0,354125.2591
2020,1,1,0,0,1,1,"199","Central","Large",,,,,,29414.4142,,3,0.089346267120083672,0,382387.3852
2020,1,1,0,0,1,1,"2","Central","Small & Medium",,,,,,25968.6371,,2,0.061864820815462962,0,493404.105
2020,1,1,0,0,1,1,"20","Central","Small & Medium",,,,,,30565.5687,,22,0.086479922582184579,0,397352.3933
2020,1,1,0,0,1,1,"200","Central","Strategic",,,,,48318.8204,32841.7744,48318.8204,17,0.080833029941543427,1,492626.6159
2020,1,1,0,0,1,1,"201","Central","Large",,,,,36613.7758,30224.8502,18306.8879,6,0.065428108873212876,1,544047.3034
2020,1,1,0,0,1,1,"202","East","Small & Medium",,,,,,28420.8162,,2,0.089976997349048071,0,369470.6107
2020,1,1,0,0,1,1,"203","East","Large",,,,,,23169.0149,,18,0.079806848049778389,0,347535.2237
2020,1,1,0,0,1,1,"204","Central","Strategic",,,,,,32687.1971,,5,0.0829964006925221,0,457620.7596
2020,1,1,0,0,1,1,"205","East","Strategic",,,,,,27889.8452,,21,0.0964789971727327,0,334678.1421
2020,1,1,0,0,1,1,"206","East","Small & Medium",,,,,,32235.7991,,19,0.060541095159078649,0,612480.1823
2020,1,1,0,0,1,1,"207","East","Large",,,,,48601.1436,27666.3724,48601.1436,22,0.13145964553735043,1,248997.3518
2020,1,1,0,0,1,1,"208","Central","Strategic",,,,,,31733.2952,,3,0.076214345269865161,0,475999.4278
2020,1,1,0,0,1,1,"209","East","Large",,,,,53863.1519,33101.7951,26931.576,9,0.063862541331277417,1,562730.5172
2020,1,1,0,0,1,1,"21","East","Small & Medium",,,,,,31462.4157,,3,0.083049065858720586,0,440473.8192
2020,1,1,0,0,1,1,"210","Central","Strategic",,,,,,38075.7655,,16,0.1199502194791244,0,342681.8896
2020,1,1,0,0,1,1,"211","West","Large",,,,,,25231.9355,,16,0.092775241996764415,0,302783.2262
2020,1,1,0,0,1,1,"212","East","Strategic",,,,,,37554.8091,,5,0.093406977715628572,0,488212.5182
2020,1,1,0,0,1,1,"213","West","Strategic",,,,,,33757.2101,,11,0.10166358828067316,0,371329.3115
2020,1,1,0,0,1,1,"214","West","Small & Medium",,,,,20875.353,30507.0483,20875.353,25,0.09264603372170499,1,366084.5797
2020,1,1,0,0,1,1,"215","West","Large",,,,,38479.6261,27503.5619,19239.8131,15,0.080316258869679441,1,385049.8667
2020,1,1,0,0,1,1,"216","East","Small & Medium",,,,,39217.0994,31440.0768,39217.0994,15,0.1095166189724433,1,345840.8446
2020,1,1,0,0,1,1,"217","East","Large",,,,,,22530.306,,7,0.12480433086662142,0,225303.0595
2020,1,1,0,0,1,1,"218","Central","Large",,,,,13714.5664,32682.5261,13714.5664,10,0.070750581607711485,1,522920.4171
2020,1,1,0,0,1,1,"219","East","Large",,,,,,26925.608,,16,0.056690260365403443,0,565437.7674
2020,1,1,0,0,1,1,"22","East","Strategic",,,,,,31910.1189,,18,0.063727101230391145,0,542472.0214
2020,1,1,0,0,1,1,"220","East","Strategic",,,,,,39261.6596,,16,0.13943786373244538,0,353354.9361
2020,1,1,0,0,1,1,"221","East","Large",,,,,,28821.09,,18,0.06901458925823753,0,461137.4392
2020,1,1,0,0,1,1,"222","Central","Small & Medium",,,,,,26482.4132,,15,0.056529506379010046,0,556130.6777
2020,1,1,0,0,1,1,"223","Central","Small & Medium",,,,,,27557.0801,,21,0.12041254753553018,0,275570.8012
2020,1,1,0,0,1,1,"224","East","Strategic",,,,,,23272.2961,,4,0.091081885274498731,0,302539.8493
2020,1,1,0,0,1,1,"225","East","Large",,,,,22498.5033,25089.5723,22498.5033,20,0.12722341397788164,1,225806.1503
2020,1,1,0,0,1,1,"226","East","Large",,,,,,25878.7988,,4,0.071085265075988877,0,414060.78
2020,1,1,0,0,1,1,"227","East","Strategic",,,,,81140.7989,23549.0521,27046.933,21,0.073703939614052749,1,376784.8338
2020,1,1,0,0,1,1,"228","Central","Strategic",,,,,,30084.2936,,7,0.074995255337212574,0,451264.4046
2020,1,1,0,0,1,1,"229","Central","Large",,,,,,29120.7012,,21,0.074212353473323459,0,465931.2193
2020,1,1,0,0,1,1,"23","West","Large",,,,,,30651.9579,,11,0.068712140124561213,0,521083.2848
2020,1,1,0,0,1,1,"230","Central","Large",,,,,,24899.5374,,11,0.064332632904771939,0,448191.6737
2020,1,1,0,0,1,1,"231","East","Small & Medium",,,,,15774.8206,28353.3832,15774.8206,19,0.09455577563857305,1,340240.5979
2020,1,1,0,0,1,1,"232","West","Large",,,,,11003.2451,33096.9834,11003.2451,9,0.070333112074812965,1,529551.7338
2020,1,1,0,0,1,1,"233","West","Strategic",,,,,,29364.0196,,21,0.069985692975128383,0,469824.3137
2020,1,1,0,0,1,1,"234","Central","Strategic",,,,,,31248.5046,,3,0.083530772133339259,0,437479.0643
2020,1,1,0,0,1,1,"235","Central","Strategic",,,,,31835.4556,33091.7552,31835.4556,2,0.18174808106492041,1,198550.5312
2020,1,1,0,0,1,1,"236","Central","Strategic",,,,,43514.7913,32884.1367,43514.7913,6,0.073078185355295866,1,493262.0511
2020,1,1,0,0,1,1,"237","Central","Strategic",,,,,41642.4907,34425.45,20821.2454,13,0.068422326330161237,1,550807.2
2020,1,1,0,0,1,1,"238","Central","Strategic",,,,,,28166.4836,,3,0.0741818920336661,0,422497.2541
2020,1,1,0,0,1,1,"239","East","Strategic",,,,,,33954.1884,,10,0.092597933772011684,0,407450.2609
2020,1,1,0,0,1,1,"24","Central","Small & Medium",,,,,36583.8264,26355.8519,36583.8264,4,0.090723118381513812,1,342626.0749
2020,1,1,0,0,1,1,"240","West","Strategic",,,,,,33165.4001,,8,0.056670852315625644,0,663308.0028
2020,1,1,0,0,1,1,"241","East","Small & Medium",,,,,,37228.3123,,21,0.1480527710789144,0,260598.1863
2020,1,1,0,0,1,1,"242","Central","Small & Medium",,,,,,30273.3558,,22,0.090972270345210646,0,363280.2692
2020,1,1,0,0,1,1,"243","East","Strategic",,,,,,20596.5318,,14,0.11311953659677301,0,226561.8496
2020,1,1,0,0,1,1,"244","West","Small & Medium",,,,,,30739.5414,,23,0.069664604497964383,0,491832.662
2020,1,1,0,0,1,1,"245","Central","Strategic",,,,,,25876.1247,,11,0.07736697547451743,0,362265.7458
2020,1,1,0,0,1,1,"246","East","Strategic",,,,,49584.3464,26686.8187,49584.3464,19,0.11127256626769033,1,293555.0062
2020,1,1,0,0,1,1,"247","East","Strategic",,,,,,30535.4078,,10,0.092039529814337134,0,366424.8941
2020,1,1,0,0,1,1,"248","Central","Large",,,,,,27723.217,,15,0.093209687665484472,0,332678.6039
2020,1,1,0,0,1,1,"249","East","Strategic",,,,,34424.6297,28526.6593,34424.6297,15,0.051236073013469753,1,599059.8446
2020,1,1,0,0,1,1,"25","East","Small & Medium",,,,,,31168.293,,22,0.10885990123075982,0,311682.9301
2020,1,1,0,0,1,1,"250","East","Strategic",,,,,,33705.2295,,18,0.08031772844081915,0,471873.2124
2020,1,1,0,0,1,1,"251","Central","Strategic",,,,,20186.3573,27732.5429,20186.3573,4,0.072524758588596985,1,443720.6866
2020,1,1,0,0,1,1,"252","East","Strategic",,,,,,34513.7179,,18,0.072666356920914665,0,517705.7683
2020,1,1,0,0,1,1,"253","West","Large",,,,,,32724.4107,,13,0.066951686210358269,0,621763.8041
2020,1,1,0,0,1,1,"254","West","Large",,,,,35916.3468,27182.436,17958.1734,3,0.075292348467453724,1,407736.5407
2020,1,1,0,0,1,1,"255","East","Large",,,,,,24728.245,,20,0.063078699131702762,0,469836.6557
2020,1,1,0,0,1,1,"256","East","Strategic",,,,,67893.5227,26777.3871,33946.7614,13,0.073493941925481643,1,455215.5807
2020,1,1,0,0,1,1,"257","Central","Small & Medium",,,,,,36814.9303,,10,0.089443042869121844,0,441779.1631
2020,1,1,0,0,1,1,"258","West","Small & Medium",,,,,,29315.6177,,24,0.0678165368260087,0,498365.5001
2020,1,1,0,0,1,1,"259","Central","Small & Medium",,,,,70795.7212,33937.2921,35397.8606,8,0.052958639957441156,1,712683.1345
2020,1,1,0,0,1,1,"26","Central","Strategic",,,,,15246.5707,29071.7874,15246.5707,21,0.063421976171188457,1,523292.1724
2020,1,1,0,0,1,1,"260","East","Large",,,,,,29876.9807,,8,0.090226635801248026,0,388400.7488
2020,1,1,0,0,1,1,"261","West","Large",,,,,,24480.1461,,8,0.074543150177570128,0,391682.3374
2020,1,1,0,0,1,1,"262","West","Strategic",,,,,,33498.3672,,2,0.085499871089924864,0,435478.773
2020,1,1,0,0,1,1,"263","West","Strategic",,,,,56991.5824,30611.9402,28495.7912,6,0.094537460251473207,1,367343.2828
2020,1,1,0,0,1,1,"264","West","Large",,,,,,27943.7858,,25,0.10242482850453438,0,307381.6436
2020,1,1,0,0,1,1,"265","West","Strategic",,,,,,32752.6697,,16,0.097697077640112276,0,360279.3667
2020,1,1,0,0,1,1,"266","East","Strategic",,,,,59905.4508,25354.5972,29952.7254,13,0.076557054568951052,1,405673.5555
2020,1,1,0,0,1,1,"267","East","Strategic",,,,,,31604.5369,,17,0.06827508940984936,0,537277.128
2020,1,1,0,0,1,1,"268","East","Large",,,,,,29525.2016,,14,0.043454952964968048,0,767655.2403
2020,1,1,0,0,1,1,"269","East","Strategic",,,,,,25068.4611,,14,0.21928874781936336,0,150410.7664
2020,1,1,0,0,1,1,"27","West","Large",,,,,,30058.2318,,5,0.17179724445890773,0,210407.6223
2020,1,1,0,0,1,1,"270","East","Strategic",,,,,36635.6543,32916.1507,36635.6543,4,0.12029414679120795,1,362077.6582
2020,1,1,0,0,1,1,"271","East","Strategic",,,,,,28721.6753,,22,0.084348252925439779,0,402103.4535
2020,1,1,0,0,1,1,"272","East","Strategic",,,,,,30875.5813,,19,0.10558989174619525,0,339631.3941
2020,1,1,0,0,1,1,"273","East","Strategic",,,,,,30821.2715,,9,0.071140220148609559,0,462319.0726
2020,1,1,0,0,1,1,"274","East","Strategic",,,,,,26962.8803,,23,0.10179068704344672,0,323554.564
2020,1,1,0,0,1,1,"275","West","Large",,,,,,29614.6448,,8,0.10830027886460204,0,325761.0923
2020,1,1,0,0,1,1,"276","East","Large",,,,,,28837.3014,,7,0.094089293310875649,0,346047.6172
2020,1,1,0,0,1,1,"277","East","Large",,,,,41571.3189,34221.0804,41571.3189,6,0.0632643559506416,1,581758.3662
2020,1,1,0,0,1,1,"278","East","Strategic",,,,,,26056.3132,,16,0.085882518097035385,0,364788.3842
2020,1,1,0,0,1,1,"279","East","Large",,,,,39214.9563,30883.0736,39214.9563,2,0.066966637780051838,1,555895.3246
2020,1,1,0,0,1,1,"28","East","Large",,,,,,28617.0772,,7,0.087115358587974687,0,372022.0035
2020,1,1,0,0,1,1,"280","Central","Small & Medium",,,,,,31099.3036,,11,0.062262128291795019,0,559787.4649
2020,1,1,0,0,1,1,"281","West","Large",,,,,,34693.4162,,6,0.087100739440338734,0,485707.8263
2020,1,1,0,0,1,1,"282","Central","Large",,,,,,32858.5827,,8,0.081087983337471511,0,460020.1577
2020,1,1,0,0,1,1,"283","East","Strategic",,,,,56916.3991,33495.0262,28458.1996,17,0.087267122292565738,1,435435.3401
2020,1,1,0,0,1,1,"284","West","Strategic",,,,,42827.1539,31963.2812,42827.1539,10,0.11880567929586065,1,287669.5312
2020,1,1,0,0,1,1,"285","Central","Strategic",,,,,,33002.322,,18,0.10791519335578507,0,363025.5416
2020,1,1,0,0,1,1,"286","Central","Small & Medium",,,,,10114.6226,29503.0638,10114.6226,24,0.081793365609667379,1,413042.8935
2020,1,1,0,0,1,1,"287","Central","Strategic",,,,,34322.21,24849.4808,34322.21,13,0.080519561024085085,1,372742.2115
2020,1,1,0,0,1,1,"288","West","Strategic",,,,,,35645.0987,,13,0.063670234064718681,0,605966.6785
2020,1,1,0,0,1,1,"289","East","Strategic",,,,,41691.8866,28145.7719,41691.8866,14,0.0843189043762128,1,394040.8064
2020,1,1,0,0,1,1,"29","Central","Strategic",,,,,,31539.3126,,18,0.055321635416378939,0,630786.2519
2020,1,1,0,0,1,1,"290","West","Large",,,,,,31695.4251,,2,0.12995970379653229,0,285258.8262
2020,1,1,0,0,1,1,"291","East","Strategic",,,,,,35553.9444,,19,0.073749320343021507,0,533309.1667
2020,1,1,0,0,1,1,"292","Central","Large",,,,,44664.1682,27421.061,44664.1682,22,0.12902356191031075,1,246789.5493
2020,1,1,0,0,1,1,"293","West","Small & Medium",,,,,,31515.097,,12,0.081088535778090068,0,441211.3576
2020,1,1,0,0,1,1,"294","Central","Small & Medium",,,,,,26684.3229,,22,0.14196294364954487,0,213474.5832
2020,1,1,0,0,1,1,"295","Central","Small & Medium",,,,,49546.662,39690.5535,49546.662,10,0.068389703636378876,1,635048.8562
2020,1,1,0,0,1,1,"296","East","Large",,,,,,27896.4571,,20,0.10858262886104368,0,306861.0279
2020,1,1,0,0,1,1,"297","East","Large",,,,,25913.1272,28024.8447,25913.1272,14,0.079125321096727708,1,392347.8261
2020,1,1,0,0,1,1,"298","East","Large",,,,,,34822.0472,,6,0.062945809320745491,0,591974.8021
2020,1,1,0,0,1,1,"299","East","Strategic",,,,,,28328.6241,,2,0.10833231495057093,0,283286.241
2020,1,1,0,0,1,1,"3","West","Large",,,,,38556.1131,26534.3498,19278.0566,13,0.16854131631417379,1,185740.4487
2020,1,1,0,0,1,1,"30","Central","Large",,,,,,25978.3166,,9,0.11551963816182755,0,285761.4828
2020,1,1,0,0,1,1,"300","East","Strategic",,,,,,29549.2239,,16,0.052894717698206035,0,650082.9259
2020,1,1,0,0,1,1,"301","West","Large",,,,,,25809.9224,,9,0.11438960838614441,0,258099.2236
2020,1,1,0,0,1,1,"302","West","Strategic",,,,,40149.1642,31970.8939,40149.1642,8,0.076462694574280635,1,479563.4086
2020,1,1,0,0,1,1,"303","East","Strategic",,,,,34493.5939,27221.2002,34493.5939,18,0.11113211927357608,1,299433.2024
2020,1,1,0,0,1,1,"304","East","Strategic",,,,,45252.1499,36928.3659,45252.1499,8,0.083355520834275651,1,480068.7573
