Year,Month,MonthIndex,Region,Segment,RevenueLag1,RevenueLag2,RevenueLag3,AvgDealSize,MonthlyTotalRevenue
2023,12,47,East,Strategic,725894.5801,493479.3488,397638.0703,29995.1144,299951.1437
2023,12,47,Central,Large,533613.0063,463645.8356,521538.755,34963.1352,384594.4868
2023,12,47,Central,Strategic,320476.1915,645523.7108,460441.9366,31607.8655,474117.9828
2023,12,47,West,Small & Medium,397848.0108,467352.0135,391615.6308,36618.9422,585903.0748
2023,12,47,Central,Large,359973.3808,560753.2904,368690.1175,29480.2391,324282.6304
2023,12,47,East,Strategic,363406.6256,441467.6841,806021.0217,29463.4354,500878.4015
2023,12,47,Central,Large,594205.9382,379797.899,447397.9855,28133.4438,422001.657
2023,12,47,East,Strategic,527776.5904,427525.0518,791078.9723,30145.8057,301458.0567
2023,12,47,Central,Large,443668.9863,495665.3977,532929.4327,30320.2388,636725.0157
2023,12,47,Central,Large,329544.6452,437570.1863,551371.5099,33695.7062,438044.1812
2023,12,47,Central,Strategic,429422.3731,531953.8135,323801.8039,26375.0293,580250.645
2023,12,47,Central,Strategic,266333.6485,370293.7234,407525.1148,28700.6922,401809.6901
2023,12,47,West,Small & Medium,461373.7515,316070.2734,642888.9928,30139.0304,421946.4258
2023,12,47,Central,Strategic,356500.8898,568507.9118,690094.4024,31925.1251,510802.0015
2023,12,47,Central,Small & Medium,579329.0246,323710.8216,598857.7614,33397.171,267177.3677
2023,12,47,East,Strategic,360216.8111,482269.3188,475852.847,32869.3947,361563.3422
2023,12,47,East,Strategic,791094.7762,490552.5981,593194.7175,32567.5841,455946.1771
2023,12,47,Central,Strategic,437787.3435,432520.3398,344720.0747,26753.7894,267537.8938
2023,12,47,Central,Large,640859.4878,228920.0205,821974.9529,31905.8664,542399.7289
2023,12,47,West,Large,299136.6705,553096.8253,362770.6841,34608.9849,692179.6987
2023,12,47,Central,Large,581439.9514,743960.5992,413201.1587,31399.5275,470992.912
2023,12,47,Central,Large,217145.7615,621097.5062,397836.7391,25510.9208,331641.9708
2023,12,47,Central,Strategic,321775.8678,485008.5615,368858.361,34708.081,555329.2967
2023,12,47,Central,Small & Medium,631095.4583,654768.9446,430373.1334,29838.5287,387900.8733
2023,12,47,East,Large,499231.3172,419288.8544,481706.965,33441.6034,501624.0509
2023,12,47,East,Large,360004.4753,414829.6419,580417.9562,26747.0759,294217.8345
2023,12,47,Central,Large,804575.8989,474816.9199,819304.7394,30208.0643,604161.2861
2023,12,47,East,Strategic,584023.1544,474833.6724,437663.8656,29489.4622,501320.8566
2023,12,47,Central,Strategic,444730.6538,578174.0852,326892.0361,25784.122,412545.952
2023,12,47,Central,Large,217402.8297,389053.5858,242110.4023,25250.6753,252506.7529
2023,12,47,East,Strategic,659653.0539,425684.4696,414911.0861,34593.5646,657277.727
2023,12,47,Central,Strategic,416760.2135,403263.8801,588440.4375,28250.9381,254258.4432
2023,12,47,Central,Large,301355.893,459666.5699,480958.8225,32110.0972,513761.5553
2023,12,47,Central,Small & Medium,621839.5209,368335.0525,581555.3658,29312.3873,615560.1336
2023,12,47,Central,Large,687866.8727,446216.4808,464238.3704,30415.6443,456234.6648
2023,12,47,Central,Large,773501.5833,421142.3232,461416.1434,32843.9677,788255.2242
2023,12,47,Central,Large,403180.7249,534353.2502,490495.9221,35174.192,316567.7281
2023,12,47,Central,Small & Medium,364803.8778,346260.6271,388872.4291,24594.9946,295139.9357
2023,12,47,West,Large,542578.4959,491413.1863,335770.9767,28550.8973,428263.4595
2023,12,47,Central,Large,368788.8345,435759.0678,775795.6596,34018.9615,510284.4222
2023,12,47,Central,Strategic,483080.8334,355799.8035,415685.8653,31815.9934,477239.901
2023,12,47,Central,Strategic,292142.6983,647639.0673,524487.1669,26691.7598,293609.3582
2023,12,47,East,Strategic,382418.4465,274098.6727,627217.3743,27554.7925,358212.3024
2023,12,47,East,Small & Medium,542642.7867,400809.134,484122.983,30508.8554,793230.2409
2023,12,47,Central,Strategic,670658.3324,508938.4895,496882.0684,29067.9595,552291.2303
2023,12,47,Central,Strategic,509729.6627,481551.5442,639541.1803,30823.459,554822.2628
2023,12,47,East,Small & Medium,429070.1888,536690.7217,556087.7126,30674.6638,368095.9658
2023,12,47,Central,Small & Medium,373299.1045,296717.2704,342337.3342,32473.0681,324730.6805
2023,12,47,East,Large,621288.4922,601155.2876,320571.4269,25492.2153,331398.7984
2023,12,47,East,Small & Medium,275699.635,747683.2195,408262.7193,30206.9312,453103.9675
2023,12,47,East,Small & Medium,561816.6923,286353.4339,309281.8298,30701.9894,521933.8201
2024,1,48,Central,Strategic,194290.275,243964.599,453253.9088,34821.4888,243750.4215
2024,1,48,East,Strategic,242594.8063,337278.6464,332012.8632,27232.7502,544655.0033
2024,1,48,Central,Strategic,724508.96,471719.6886,566705.3972,25173.5511,302082.6135
2024,1,48,West,Large,534355.5889,341843.2081,580969.5739,27862.5326,501525.587
2024,1,48,Central,Large,468810.0557,161281.6479,347872.9755,35516.5494,816880.6359
2024,1,48,West,Strategic,299745.6422,574277.9938,417067.6561,27743.3534,416150.3004
2024,1,48,East,Large,380702.3751,374642.4709,773610.7522,28456.1493,796772.1801
2024,1,48,East,Large,249105.4333,769509.5728,498607.8745,31020.0188,434280.2629
2024,1,48,East,Small & Medium,671946.2122,516214.4015,565905.5575,31648.758,538028.8855
2024,1,48,West,Strategic,662491.4928,524830.226,329176.052,31709.234,665893.9136
2024,1,48,Central,Strategic,428840.4547,149192.4046,410607.988,30056.9619,541025.3146
2024,1,48,Central,Strategic,410286.353,191475.7362,368113.6909,33340.7962,600134.3321
2024,1,48,East,Strategic,824332.7639,635357.0873,494836.6523,32954.272,626131.1684
2024,1,48,West,Strategic,601486.4078,428186.5388,531665.6309,30598.8399,611976.7979
2024,1,48,West,Large,333838.1606,636351.8153,316697.3246,29389.7578,499625.882
2024,1,48,East,Strategic,791808.1802,265764.4658,300235.9398,30282.7011,666219.4249
2024,1,48,West,Strategic,423781.0043,425639.4565,556796.6867,31593.3081,568679.5451
2024,1,48,West,Strategic,460718.4242,599632.9405,370471.6036,32817.5571,295358.0137
2024,1,48,West,Large,536667.5019,506351.3267,255910.0417,33121.338,463698.7316
2024,1,48,East,Large,275738.1454,510799.0965,516336.3015,29697.9927,534563.8683
2024,1,48,East,Strategic,466760.9581,295273.8293,343500.0724,30582.9167,305829.1674
2024,1,48,East,Small & Medium,563592.4847,471634.1836,426489.9526,33275.9838,499139.7563
2024,1,48,West,Small & Medium,419114.682,324713.1558,454278.8202,34292.9299,342929.2994
2024,1,48,West,Strategic,534602.4185,286070.5825,549982.381,30431.7754,395613.0796
2024,1,48,West,Large,205217.9541,355101.6005,389410.7974,35810.6615,501349.2606
2024,1,48,East,Small & Medium,575584.6977,369479.581,644651.2082,29448.3812,647864.3869
2024,1,48,East,Strategic,303037.2336,361336.5424,311307.3854,34101.6555,647931.4541
2024,1,48,East,Small & Medium,504566.4713,408021.1268,441309.3429,34664.4913,450638.3868
2024,1,48,West,Small & Medium,410563.2526,322925.2016,327300.3325,30725.5755,460883.6327
2024,1,48,Central,Large,600601.7693,417578.5396,451733.5489,29879.9225,537838.6054
2024,1,48,West,Large,471244.3392,480554.9754,225795.293,21879.15,306308.1005
2024,1,48,Central,Small & Medium,397686.8864,461003.0016,445050.573,31157.1969,467357.9538
2024,1,48,West,Strategic,343412.5679,283160.2363,419896.6727,35738.5055,821985.6258
2024,1,48,East,Small & Medium,269929.5569,536530.692,334062.66,32725.3497,687232.3433
2024,1,48,Central,Large,557329.8288,319322.9755,546571.6034,31875.5107,605634.704
2024,1,48,East,Small & Medium,350525.8216,424876.1602,459117.6726,31712.1359,475682.0389
2024,1,48,East,Small & Medium,309854.2853,358326.9858,538011.2753,31682.4909,475237.3632
2024,1,48,East,Small & Medium,557529.7113,374138.1746,689243.565,28736.1252,488514.1283
2024,1,48,East,Small & Medium,430074.536,598520.8607,394751.4942,30117.244,451758.66
2024,1,48,East,Small & Medium,510806.7921,293175.3038,459394.1197,28259.768,367376.9834
2024,1,48,West,Small & Medium,301120.3132,535466.4181,466768.8952,30032.1972,540579.5498
2024,1,48,East,Small & Medium,450133.7914,341388.3224,331051.9444,36219.6758,543295.1374
2024,1,48,East,Small & Medium,500784.8931,309891.936,393334.697,26844.4102,375821.7428
2024,1,48,East,Small & Medium,464148.8466,513808.3424,438096.6697,31473.806,440633.2837
2024,1,48,East,Large,489046.431,459228.9366,608182.3955,24119.2181,313549.8354
2024,1,48,East,Strategic,414178.5941,438278.0541,218575.4347,26125.661,365759.2545
2024,1,48,East,Strategic,480589.211,600860.8498,274413.2285,25973.8613,363634.0584
2024,1,48,East,Strategic,646524.0305,474781.975,497799.8764,27370.9685,574790.339
2024,1,48,East,Small & Medium,662952.5431,574082.27,330863.9509,28422.8693,682148.8634
2024,1,48,East,Small & Medium,238622.6149,630892.7725,364564.9296,32617.6713,456647.3979
2024,1,48,East,Small & Medium,475683.9119,486768.4245,650124.9214,26278.9976,420463.962
2024,1,48,East,Small & Medium,255378.0691,365724.1878,515736.1706,30742.3866,245939.0929
2024,1,48,East,Small & Medium,259902.594,557985.2116,486907.8572,27884.1206,474030.0501
2024,1,48,East,Small & Medium,608033.3493,666411.319,398497.8522,31306.0596,469590.8943
2024,1,48,East,Small & Medium,618630.1706,436496.5983,443309.5415,25192.9286,403086.858
2024,1,48,East,Small & Medium,721292.3754,389395.4292,527542.7086,28424.1875,540059.5626
2024,1,48,East,Small & Medium,437011.4883,365752.6737,648644.3006,32200.2448,579604.4069
2024,1,48,East,Small & Medium,614218.0643,415147.089,450309.8351,36825.3349,662856.0283
2024,1,48,Central,Small & Medium,297072.9793,236250.5657,532410.406,28628.985,486692.7448
2024,1,48,East,Small & Medium,425822.7812,405176.6701,352353.5526,28647.294,401062.1156
2024,1,48,Central,Small & Medium,573422.9731,346445.3488,484708.111,24044.7128,288536.5537
2024,1,48,East,Small & Medium,472812.6746,412817.7047,533633.0119,33963.1595,373594.754
